name,selling_price,km_driven,fuel,transmission,engine (CC),max_power(bhp),seats,Clusters
Mahindra Xylo E4 ABS BS IV,320000,120000,Diesel,Manual,2498.0,112.0,7.0,0
Mahindra XUV500 W8 2WD,750000,90000,Diesel,Manual,2179.0,140.0,7.0,0
Mahindra Bolero Power Plus SLE,620000,100000,Diesel,Manual,1493.0,70.0,7.0,0
Maruti Swift Dzire ZDi,300000,120000,Diesel,Manual,1248.0,73.9,5.0,0
Hyundai Creta 1.6 SX Option Executive,1405000,15000,Petrol,Manual,1591.0,121.3,5.0,1
Maruti Alto 800 LX,282000,15000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Swift Dzire AMT VXI,700000,15000,Petrol,Automatic,1197.0,81.8,5.0,2
Ford Figo Aspire 1.5 TDCi Titanium,700000,70000,Diesel,Manual,1498.0,99.0,5.0,0
Ford EcoSport 1.5 TDCi Titanium BSIV,600000,135000,Diesel,Manual,1498.0,98.59,5.0,0
Skoda Rapid 1.6 TDI Ambition,290000,80000,Diesel,Manual,1598.0,103.5,5.0,0
Chevrolet Cruze LTZ AT,430000,80000,Diesel,Automatic,1991.0,147.9,4.0,2
Hyundai i20 1.2 Magna Executive,575000,19000,Petrol,Manual,1197.0,81.83,5.0,1
Hyundai Creta 1.6 VTVT E Plus,875000,42000,Petrol,Manual,1591.0,121.3,5.0,1
Maruti Wagon R LXI BSIII,180000,77000,Petrol,Manual,998.0,67.1,5.0,1
Maruti Ritz VDi,229999,120000,Diesel,Manual,1248.0,73.94,5.0,0
Toyota Glanza G CVT,800000,10000,Petrol,Automatic,1197.0,81.8,5.0,2
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,60000,110000,Petrol,Manual,995.0,63.0,5.0,1
Maruti SX4 Vxi BSIII,150000,110000,Petrol,Manual,1586.0,104.68,5.0,1
Tata Indigo Grand Dicor,100000,90000,Diesel,Manual,1396.0,70.0,5.0,0
Hyundai Creta 1.6 Gamma SX Plus,900000,90000,Petrol,Manual,1591.0,121.3,5.0,1
Hyundai i20 1.4 Asta Option,850000,50000,Diesel,Manual,1396.0,88.73,5.0,0
Chevrolet Beat Diesel LT,220000,50000,Diesel,Manual,936.0,56.3,5.0,0
Maruti Alto 800 LXI,250000,40000,Petrol,Manual,796.0,47.3,5.0,1
Tata Indica Vista Quadrajet LS,125000,120000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai Creta 1.6 SX,1200000,27000,Petrol,Manual,1591.0,121.3,5.0,1
Tata Indigo CR4,250000,100000,Diesel,Manual,1396.0,70.0,5.0,0
Hyundai i20 Sportz 1.4 CRDi,440000,70000,Diesel,Manual,1396.0,88.73,5.0,0
Tata Tiago 1.2 Revotron XT,400000,40000,Petrol,Manual,1199.0,84.0,5.0,1
Maruti 800 Std,50000,62000,Petrol,Manual,796.0,37.0,4.0,1
Hyundai Verna VTVT 1.6 SX Option,1000000,10000,Petrol,Manual,1591.0,121.3,5.0,1
Honda City i DTEC VX,600000,160000,Diesel,Manual,1498.0,98.6,5.0,0
Hyundai i20 1.2 Asta,250000,60000,Petrol,Manual,1197.0,80.0,5.0,1
Mahindra Bolero SLE,310000,110000,Diesel,Manual,2523.0,63.0,7.0,0
Maruti Wagon R VXI,120000,60000,Petrol,Manual,998.0,67.1,5.0,1
Mahindra Xylo E4 BS III,390000,78000,Diesel,Manual,2498.0,112.0,7.0,0
Hyundai Santro Sportz BSIV,458000,30000,Petrol,Manual,1086.0,68.0,5.0,1
Ford EcoSport 1.5 Diesel Titanium BSIV,950000,20000,Diesel,Manual,1498.0,98.96,5.0,0
Maruti Swift Dzire VXI 1.2 BS IV,650000,21000,Petrol,Manual,1197.0,81.8,5.0,1
Maruti Swift Star VDI,400000,70000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai Grand i10 AT Asta,400000,70000,Petrol,Automatic,1197.0,82.0,5.0,2
Maruti Alto LX,100000,42500,Petrol,Manual,796.0,46.3,5.0,1
Hyundai i10 Asta,350000,25000,Petrol,Manual,1197.0,78.9,5.0,1
Tata Aria Prestige 4x2,450000,80000,Diesel,Manual,2197.0,138.1,7.0,0
Mahindra Scorpio 2.6 DX,350000,90000,Diesel,Manual,2609.0,116.6,8.0,0
Volkswagen Polo Diesel Trendline 1.2L,250000,80000,Diesel,Manual,1199.0,73.9,5.0,0
Mahindra Bolero 2011-2019 ZLX,450000,146000,Diesel,Manual,2523.0,62.1,7.0,0
Maruti 800 AC BSIII,157000,47200,Petrol,Manual,796.0,37.0,4.0,1
Mahindra XUV500 W11 Option BSIV,1500000,60000,Diesel,Manual,2179.0,152.87,7.0,0
Mahindra XUV500 W11 Option BSIV,1500000,60000,Diesel,Manual,2179.0,152.87,7.0,0
Tata Indica GLS BS IV,75000,100000,Petrol,Manual,1193.0,65.3,5.0,1
Chevrolet Tavera B1-10 seats BSII,280000,100000,Diesel,Manual,2499.0,80.0,10.0,0
Hyundai i20 Magna 1.2,600000,35000,Petrol,Manual,1197.0,81.83,5.0,1
Tata Sumo CX,250999,120000,Diesel,Manual,2956.0,83.8,7.0,0
Toyota Corolla Altis 1.8 Sport,350000,80000,Petrol,Manual,1794.0,132.0,5.0,1
Renault KWID 1.0 RXT Optional,300000,34000,Petrol,Manual,999.0,67.0,5.0,1
Renault Duster 85PS Diesel RxS,819999,50000,Diesel,Manual,1461.0,83.8,5.0,0
Tata Indigo TDI,409999,100000,Diesel,Manual,1405.0,70.0,5.0,0
Hyundai Verna 1.6 Xi ABS,275000,52000,Petrol,Manual,1599.0,103.2,5.0,1
Maruti Ertiga VDI,497000,110000,Diesel,Manual,1248.0,88.76,7.0,0
Hyundai i20 Asta 1.2,500000,70000,Petrol,Manual,1197.0,81.83,5.0,1
Mahindra Bolero 2011-2019 Camper,170000,120000,Diesel,Manual,2523.0,83.0,7.0,0
Ford Ecosport 1.5 DV5 MT Trend,515000,68609,Diesel,Manual,1498.0,89.84,5.0,0
Ford EcoSport 1.5 TDCi Titanium BE BSIV,925000,33360,Diesel,Manual,1498.0,98.59,5.0,0
Mahindra Marazzo M8,1460000,5000,Diesel,Manual,1497.0,121.0,7.0,0
Isuzu MUX 2WD,2700000,10000,Diesel,Automatic,2999.0,174.57,7.0,2
Tata Nexon 1.5 Revotorq XZ Plus,830000,35000,Diesel,Manual,1497.0,108.5,5.0,0
Ford EcoSport 1.5 Diesel Titanium BSIV,975000,30000,Diesel,Manual,1498.0,98.96,5.0,0
Ford Aspire Trend Plus,620000,15000,Petrol,Manual,1194.0,94.93,5.0,1
Nissan Kicks XL BSIV,860000,14317,Petrol,Manual,1498.0,104.55,5.0,1
Datsun GO T Option BSIV,430000,5000,Petrol,Manual,1198.0,67.0,5.0,1
Honda City i-VTEC CVT ZX,1227000,5000,Petrol,Automatic,1497.0,117.6,5.0,2
Honda City i VTEC V,860000,28000,Petrol,Manual,1497.0,117.3,5.0,1
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,40000,Diesel,Manual,1498.0,98.96,5.0,0
Ford Figo Diesel Titanium,225000,87237,Diesel,Manual,1399.0,68.05,5.0,0
Chevrolet Captiva LT,500000,99500,Diesel,Manual,1991.0,147.9,7.0,0
Ford Figo 1.5D Trend MT,500000,62960,Diesel,Manual,1498.0,99.0,5.0,0
MG Hector Smart DCT,1700000,16500,Petrol,Automatic,1451.0,141.0,5.0,2
Maruti Ertiga VDI,545000,110000,Diesel,Manual,1248.0,88.76,7.0,0
Maruti Swift VDI,400000,72000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Swift Dzire LDI,650000,50000,Diesel,Manual,1248.0,74.02,5.0,0
Hyundai Verna 1.6 Xi ABS,114999,55000,Petrol,Manual,1599.0,103.2,5.0,1
Maruti Baleno Sigma 1.3,562000,60000,Diesel,Manual,1248.0,74.0,5.0,0
Tata Sumo SE,96000,120000,Diesel,Manual,2956.0,83.1,7.0,0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Mitsubishi Lancer 2.0 LXd,155000,100000,Diesel,Manual,1998.0,68.0,5.0,0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Ford Fiesta 1.5 TDCi Titanium,590000,80000,Diesel,Manual,1498.0,89.75,5.0,0
Hyundai Xcent 1.1 CRDi S,350000,120000,Diesel,Manual,1120.0,71.0,5.0,0
Maruti Ignis 1.2 Zeta BSIV,484999,30000,Petrol,Manual,1197.0,81.8,5.0,1
Tata Indica Vista TDI LS,240000,110000,Diesel,Manual,1405.0,70.0,5.0,0
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,500000,219000,Diesel,Manual,2494.0,102.0,8.0,0
Maruti Alto 800 LXI,300000,80000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Ciaz RS ZDi Plus SHVS,750000,80000,Diesel,Manual,1248.0,88.5,5.0,0
Maruti Swift Dzire VXI,574000,35000,Petrol,Manual,1197.0,83.14,5.0,1
Tata Indica Vista Quadrajet 90 VX,200000,167000,Diesel,Manual,1248.0,88.8,5.0,0
Hyundai Creta 1.6 CRDi SX Option,1100000,94000,Diesel,Manual,1582.0,126.2,5.0,0
Hyundai Santro Xing GL Plus,350000,80000,Petrol,Manual,1086.0,62.1,5.0,1
Maruti 800 DX,70000,100000,Petrol,Manual,796.0,37.0,4.0,1
Ford Ikon 1.3 Flair,120000,90000,Petrol,Manual,1299.0,70.0,5.0,1
Toyota Innova 2.5 G (Diesel) 7 Seater,700000,246000,Diesel,Manual,2494.0,100.0,7.0,0
Maruti Baleno Sigma 1.2,500000,10000,Petrol,Manual,1197.0,83.1,5.0,1
Tata Indigo CS LS (TDI) BS-III,370000,90000,Diesel,Manual,1405.0,69.01,5.0,0
Tata Tigor 2017-2020 XZ Plus,600000,5200,Petrol,Manual,1199.0,83.81,5.0,1
Maruti Zen LX - BS III,100000,120000,Petrol,Manual,993.0,60.0,5.0,1
Maruti Swift VDI,409999,90000,Diesel,Manual,1248.0,74.0,5.0,0
Honda City i VTEC CVT SV,750000,50000,Petrol,Automatic,1497.0,117.3,5.0,2
Hyundai Grand i10 1.2 Kappa Asta,600000,5000,Petrol,Manual,1197.0,81.86,5.0,1
Mahindra KUV 100 G80 K8 Dual Tone,550000,10500,Petrol,Manual,1198.0,82.0,6.0,1
Renault Duster 110PS Diesel RxZ,950000,26000,Diesel,Manual,1461.0,108.45,5.0,0
Mahindra Scorpio VLX 2WD ABS AT BSIII,645000,139000,Diesel,Automatic,2179.0,120.0,8.0,2
Mahindra XUV500 W8 2WD,750000,60000,Diesel,Manual,2179.0,140.0,7.0,0
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,650000,40000,Petrol,Manual,1796.0,178.0,5.0,1
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,800000,25000,Petrol,Manual,1499.0,110.4,5.0,1
Toyota Corolla Altis 1.8 J,350000,60000,Petrol,Manual,1798.0,138.0,5.0,1
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,700000,25000,Petrol,Manual,1499.0,110.4,5.0,1
Maruti Swift Dzire ZXi,335000,15000,Petrol,Manual,1298.0,85.8,5.0,1
Maruti Swift Dzire LDi,270000,110000,Diesel,Manual,1248.0,73.9,5.0,0
Maruti Swift Dzire ZDi,320000,100000,Diesel,Manual,1248.0,73.9,5.0,0
Hyundai Santro Xing XS,120000,120000,Petrol,Manual,1086.0,63.0,5.0,1
Audi A4 1.8 TFSI,730000,55000,Petrol,Automatic,1781.0,163.2,5.0,2
Maruti SX4 Vxi BSIII,125000,120000,Petrol,Manual,1586.0,104.68,5.0,1
Maruti Zen Estilo 1.1 LXI BSIII,150000,35000,Petrol,Manual,1061.0,64.0,5.0,1
Maruti Alto 800 LXI,310000,13000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Swift Dzire VDI,625000,50000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai i10 Magna,267000,40000,Petrol,Manual,1197.0,78.9,5.0,1
Hyundai i20 Active 1.2 SX Dual Tone,600000,25000,Petrol,Manual,1197.0,81.86,5.0,1
Maruti Eeco 7 Seater Standard BSIV,180000,110000,Petrol,Manual,1196.0,73.0,7.0,1
Toyota Glanza G Smart Hybrid,700000,5000,Petrol,Manual,1197.0,88.5,5.0,1
Maruti 800 AC,121000,50000,Petrol,Manual,796.0,37.0,4.0,1
Hyundai Grand i10 Asta,350000,80000,Petrol,Manual,1197.0,82.0,5.0,1
Toyota Innova 2.5 G (Diesel) 8 Seater,869999,225000,Diesel,Manual,2494.0,100.0,8.0,0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Maruti Wagon R LX BSIII,80000,100000,Petrol,Manual,1061.0,64.0,5.0,1
Hyundai i10 Era 1.1,120000,93331,Petrol,Manual,1086.0,68.05,5.0,1
Mahindra Scorpio M2DI,370000,120000,Diesel,Manual,2179.0,115.0,5.0,0
Nissan Terrano XL 110 PS,750000,70000,Diesel,Manual,1461.0,108.5,5.0,0
Mahindra Bolero Power Plus Plus Non AC BSIV PS,484999,100000,Diesel,Manual,2523.0,63.0,9.0,0
Hyundai Aent CRDi,120000,90000,Diesel,Manual,1493.0,82.0,5.0,0
Honda City i VTEC V,860000,28000,Petrol,Manual,1497.0,117.3,5.0,1
Maruti Swift Dzire LDI,650000,50000,Diesel,Manual,1248.0,74.02,5.0,0
Maruti Ertiga ZDI,650000,90000,Diesel,Manual,1248.0,88.8,7.0,0
Hyundai Verna 1.4 CRDi,710000,40000,Diesel,Manual,1396.0,88.7,5.0,0
Ford Figo 1.5D Base MT,430000,113000,Diesel,Manual,1498.0,99.0,5.0,0
Maruti Swift Vdi BSIII,305000,188000,Diesel,Manual,1248.0,75.0,5.0,0
Ford Figo Diesel Titanium,220000,100000,Diesel,Manual,1399.0,68.0,5.0,0
Tata Sumo MKII Turbo 2.0 LX,150000,225000,Diesel,Manual,1948.0,90.0,9.0,0
Mahindra TUV 300 mHAWK100 T8,660000,67000,Diesel,Manual,1493.0,100.0,7.0,0
Chevrolet Beat Diesel LT Option,140000,70000,Diesel,Manual,936.0,57.6,5.0,0
Toyota Corolla Altis JS MT,1100000,50000,Petrol,Manual,1798.0,138.03,5.0,1
Jaguar XF 2.2 Litre Luxury,2450000,60000,Diesel,Automatic,2179.0,187.7,5.0,2
Volkswagen Ameo 1.5 TDI Comfortline AT,625000,34000,Diesel,Automatic,1498.0,108.5,5.0,2
Honda City 1.5 GXI,198000,110000,Petrol,Manual,1493.0,100.0,5.0,1
Maruti Wagon R LXI,130000,140000,Petrol,Manual,998.0,67.1,5.0,1
Honda City Corporate Edition,540000,100000,Petrol,Manual,1497.0,116.3,5.0,1
Hyundai Grand i10 1.2 Kappa Sportz AT,550000,10000,Petrol,Automatic,1197.0,81.86,5.0,2
Maruti Celerio ZXI Optional,475000,30000,Petrol,Manual,998.0,67.04,5.0,1
Toyota Fortuner 2.8 4WD AT BSIV,3100000,90000,Diesel,Automatic,2755.0,174.5,7.0,2
Maruti Ritz VDi,217000,120000,Diesel,Manual,1248.0,73.9,5.0,0
Maruti Swift Dzire AMT ZXI Plus,750000,6500,Petrol,Automatic,1197.0,81.8,5.0,2
Maruti Gypsy King ST BSIII,350000,80000,Petrol,Manual,1298.0,80.0,8.0,1
Mahindra Scorpio VLS 2.2 mHawk,400000,100000,Diesel,Manual,2179.0,120.0,7.0,0
Toyota Etios VD,570000,120000,Diesel,Manual,1364.0,67.05,5.0,0
Hyundai EON Era Plus,180000,120000,Petrol,Manual,814.0,55.2,5.0,1
Opel Astra 1.6,68000,110000,Petrol,Manual,1598.0,77.0,5.0,1
Skoda Octavia Classic 1.9 TDI MT,280000,150000,Diesel,Manual,1896.0,66.0,5.0,0
Tata Indigo LS,90000,120000,Diesel,Manual,1405.0,70.0,5.0,0
Mercedes-Benz M-Class ML 250 CDI,2600000,100000,Diesel,Automatic,2143.0,203.2,5.0,2
Tata Sumo Gold EX,700000,63000,Diesel,Manual,2956.0,83.83,7.0,0
Mercedes-Benz GLA Class 200 CDI,1850000,40000,Diesel,Automatic,2143.0,136.0,5.0,2
Ford Ecosport 1.5 DV5 MT Titanium,685000,109000,Diesel,Manual,1498.0,89.84,5.0,0
Maruti Swift VDI Windsong Limited edition,565000,114000,Diesel,Manual,1248.0,73.94,5.0,0
Skoda Octavia Elegance 1.8 TSI AT,1600000,33000,Petrol,Automatic,1798.0,177.5,5.0,2
Hyundai Grand i10 CRDi Asta Option,395000,160000,Diesel,Manual,1120.0,70.0,5.0,0
Hyundai i20 Sportz 1.4 CRDi,425000,101000,Diesel,Manual,1396.0,88.76,5.0,0
Volkswagen Vento 1.5 TDI Highline BSIV,1350000,5400,Diesel,Manual,1498.0,108.6,5.0,0
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,1950000,45000,Diesel,Automatic,1995.0,183.0,5.0,2
Renault KWID AMT RXL,535000,31000,Petrol,Automatic,999.0,67.0,5.0,2
Renault KWID 1.0 RXT Optional,500000,31000,Petrol,Manual,999.0,67.0,5.0,1
Maruti Wagon R VXI Opt 1.2,434999,55000,Petrol,Manual,1197.0,81.8,5.0,1
Tata Nano XTA,250000,55000,Petrol,Automatic,624.0,37.48,4.0,1
Hyundai Verna 1.6 SX,700000,117000,Diesel,Manual,1582.0,126.32,5.0,0
BMW 3 Series 320d Luxury Line,1100000,102000,Diesel,Automatic,1995.0,187.74,5.0,2
Volkswagen Passat 2.0 TDI AT Highline,900000,108000,Diesel,Automatic,1968.0,175.0,5.0,2
Maruti Wagon R VXI 1.2,425000,75000,Petrol,Manual,1197.0,81.8,5.0,1
Mercedes-Benz E-Class E 220 CDI Avantgarde,1600000,74000,Diesel,Automatic,2148.0,170.0,5.0,2
Ford Figo Titanium Diesel,325000,158000,Diesel,Manual,1499.0,98.96,5.0,0
Isuzu MUX 2WD,2700000,10000,Diesel,Automatic,2999.0,174.57,7.0,2
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,40000,Diesel,Manual,1498.0,98.96,5.0,0
Tata Nexon 1.5 Revotorq XZA Plus,1140000,10000,Diesel,Automatic,1497.0,108.5,5.0,2
Tata Hexa XE,980000,53000,Diesel,Manual,2179.0,147.94,7.0,0
Jeep Compass 2.0 Limited Option 4X4,1920000,20000,Diesel,Manual,1956.0,170.0,5.0,0
Volkswagen Polo 1.0 TSI Highline Plus,808000,5000,Petrol,Manual,999.0,108.6,5.0,1
Maruti Swift Dzire VXI,550000,30000,Petrol,Manual,1197.0,85.8,5.0,1
Maruti Alto LXi,215000,64000,Petrol,Manual,796.0,46.3,5.0,1
Ford Figo 1.2P Titanium Opt MT,512000,10500,Petrol,Manual,1196.0,86.8,5.0,1
Maruti Alto LXi,215000,50000,Petrol,Manual,796.0,46.3,5.0,1
Skoda Rapid 1.6 TDI Elegance,500000,60000,Diesel,Manual,1598.0,103.5,5.0,0
Skoda Rapid 1.5 TDI Elegance Black Package,700000,35000,Diesel,Manual,1498.0,103.52,5.0,0
Tata Safari DICOR 2.2 LX 4x2,525000,135000,Diesel,Manual,2179.0,138.03,7.0,0
Mahindra Scorpio LX BSIV,550000,70000,Diesel,Manual,2179.0,120.0,9.0,0
Maruti Vitara Brezza ZDi,750000,80000,Diesel,Manual,1248.0,88.5,5.0,0
Maruti Celerio X VXI Option BSIV,395000,25000,Petrol,Manual,998.0,67.0,5.0,1
Hyundai i20 2015-2017 Sportz 1.2,675000,5000,Petrol,Manual,1197.0,81.83,5.0,1
Hyundai Santro Xing GLS,140000,80000,Petrol,Manual,1086.0,62.1,5.0,1
Mahindra Scorpio VLX 2WD BSIV,430000,120000,Diesel,Manual,2179.0,120.0,8.0,0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2711000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
